titles,category
패티 굽고 치킨 튀기고 조리로봇에 주문 투자 쏠린다,IT
삼성바이오로직스  업계 최초 영업이익  조원 시대 열다,IT
갤럭시    사전예약 전작 대비     뛰었다 신기록 경신  눈앞 ,IT
셀트리온    우시와 손잡고     신약개발  속도 ,IT
토요타 회장  전동화 느리다는 비판에  새 내연엔진 개발  일축,IT
 개 분기 만에 적자탈출      올해 실적은 애플 삼성에 달렸다,IT
 해킹 의심  신고 없어도  국정원 공공  장애 조기조사 착수,IT
 과징금     억원  구글  한국에 혜택 가져왔는데 유감 ,IT
 나이키 러닝화 추천해줘  했더니  일잘러  영업사원의 정체  정지은의 산업노트 ,IT
국가 배후 해킹    가 북한    김정은이 진두지휘 ,IT
 오너 리스크  불식시킨 한컴    경쟁력 키워드  문서 ,IT
 갤     신기록 조짐 사전예약   명 중  명  울트라  택했다,IT
국내 시장에서 존재감 드러내는 중국 게임,IT
삼바  지난해 영업이익   조원  돌파  올해 매출   조 넘긴다 ,IT
갤    벌써  반응 뜨겁다  국내 해외 모두  들썩  사전예약 신기록,IT
대주주 바뀐 와이파이 기업 다보링크   엔터 로 수익성 다각화 모색 통신 강소 모니터 ,IT
제 이동통신에 직격탄  단통법  폐지 효과  김현아의   세상읽기 ,IT
     억대 과징금 유지  구글    판단에 유감  상고 검토,IT
넷플   계정공유금지  통했다   해외 구독 늘어,IT
     올해 시설투자  조원으로 축소  재무안정성 강화 집중 ,IT
여대생   여명  누리호 다누리 현장캠프  우리가 미래 우주주역 ,IT
정치권  잠수함 도면유출 진상 밝혀야     한화오션  우리꺼 아니야 ,IT
클리노믹스  유증    억 납입 연기    유증 계획은 그대로 ,IT
스마일게이트  위메이드플레이 지분 모두 정리    억원 손실,IT
잠만 자도    만원  꿀알바  구직자들이 당근에 모여든다,IT
이제 광고 늘어나나    조 쏟아부은 넷플릭스   신호탄  쐈다,IT
 혁신 잡는 사전규제    공정위 빼고 모두가 고개 젓는  플랫폼법 ,IT
